id,parent_id,nivel,nombre_en,nombre_es,definicion_es,description_en,color_base,color,categories
62,60,2,Ashy,Ceniza,"Aromático seco, polvoriento, sucio, ahumado, asociado al residuo de productos quemados.","Dry, dusty, dirty, smoky aromatic associated with the residue of burnt products.",#4a2510,#755949,"[""defects""]"
63,60,2,Smoky,Ahumado,"Aromático agudo, punzante, producto de la combustión de madera, hojas o un producto no natural.","Sharp, pungent aromatic produced by the combustion of wood, leaves or a non-natural product.",#4a2510,#755949,"[""defects""]"
64,57,1,Roasted,Asado,Impresión marrón oscura característica de productos cocinados a alta temperatura por calor seco. No incluye notas amargas ni quemadas.,Dark brown impression characteristic of products cooked at high temperature by dry heat. Does not include bitter or burnt notes.,#4a2510,#603f2d,"[""aromatics""]"
65,64,2,"Brown, Roast",Muy Asado,"Impresión aromática rica, plena, redonda, siempre con cierto grado de oscuridad, asociada a atributos como tostado, a nuez, asado y dulce.","Rich, full, round aromatic impression, always with some degree of darkness, associated with attributes such as toasted, nutty, roasted and sweet.",#4a2510,#755949,"[""aromatics""]"
66,,0,Spices,Especias,,,#b0623a,#b0623a,"[""aromatics""]"
67,66,1,Pungent,Punzante,"Sensación aguda, físicamente penetrante, en la cavidad nasal.","Sharp, physically penetrating sensation in the nasal cavity.",#b0623a,#b97552,"[""aromatics""]"
68,66,1,Pepper,Pimienta,"Aromático especiado, punzante, mohoso y amaderado, característico de la pimienta negra molida.","Spicy, pungent, musty and woody aromatic characteristic of ground black pepper.",#b0623a,#b97552,"[""aromatics""]"
69,66,1,Brown Spice,Especia marrón,"Aromático dulce, marrón, asociado a especias como canela, clavo, nuez moscada y pimienta de Jamaica.","Sweet, brown aromatic associated with spices such as cinnamon, clove, nutmeg and allspice.",#b0623a,#b97552,"[""aromatics""]"
70,69,2,Anise,Anís,"Aromático punzante, dulce, marrón, caramelizado, que puede contener notas a petróleo, medicinales y florales.","Pungent, sweet, brown, caramelized aromatic that may contain petroleum-like, medicinal and floral notes.",#b0623a,#c38869,"[""aromatics""]"
71,69,2,Nutmeg,Nuez moscada,"Aromático húmedo, marrón, amaderado, punzante, a petróleo, pesado, con ligera impresión a limón.","Damp, brown, woody, pungent, petroleum-like, heavy aromatic with a slight lemon impression.",#b0623a,#c38869,"[""aromatics""]"
72,69,2,Cinnamon,Canela,"Aromático dulce, marrón, ligeramente amaderado, ligeramente punzante, especiado.","Sweet, brown, slightly woody, slightly pungent, spicy aromatic.",#b0623a,#c38869,"[""aromatics""]"
73,69,2,Clove,Clavo,"Aromático dulce, marrón, especiado, punzante, floral, cítrico, medicinal y ligeramente mentolado.","Sweet, brown, spicy, pungent, floral, citric, medicinal and slightly mentholated aromatic.",#b0623a,#c38869,"[""aromatics""]"
74,,0,Nutty,Nueces,"Aromático ligeramente dulce, marrón, amaderado, aceitoso, mohoso, astringente y amargo, comúnmente asociado a frutos secos, semillas, legumbres y granos.","Slightly sweet, brown, woody, oily, musty, astringent and bitter aromatic commonly associated with nuts, seeds, legumes and grains.",#a5804f,#a5804f,"[""aromatics""]"
75,74,1,Nutty,Nuez,"Aromático ligeramente dulce, marrón, amaderado, aceitoso, mohoso, astringente y amargo, comúnmente asociado a frutos secos, semillas, legumbres y granos.","Slightly sweet, brown, woody, oily, musty, astringent and bitter aromatic commonly associated with nuts, seeds, legumes and grains.",#a5804f,#b08f64,"[""aromatics""]"
76,75,2,Almond,Almendra,"Aromático dulce, marrón claro, amaderado y mantecoso, con notas florales y frutales que pueden incluir rosa, cereza y albaricoque. También astringente y ligeramente ahumado.","Sweet, light brown, woody and buttery aromatic with floral and fruity notes that may include rose, cherry and apricot. Also astringent and slightly smoky.",#a5804f,#bb9e79,"[""aromatics""]"
77,75,2,Hazelnut,Avellana,"Aromático amaderado, marrón, dulce, terroso, ligeramente a cedro. Puede incluir notas florales, a legumbre, aceitosas, astringentes y amargas.","Woody, brown, sweet, earthy, slightly cedar-like aromatic. May include floral, legume-like, oily, astringent and bitter notes.",#a5804f,#bb9e79,"[""aromatics""]"
78,75,2,Peanuts,Maní,"Aromático dulce, marrón claro, aceitoso, algo polvoriento, a legumbre, que puede ser ligeramente astringente.","Sweet, light brown, oily, somewhat dusty, legume-like aromatic that may be slightly astringent.",#a5804f,#bb9e79,"[""aromatics""]"
79,,0,Cocoa,Cocoa,"Aromático marrón, dulce, polvoriento, mohoso, a menudo amargo, asociado al grano de cacao, cacao en polvo y barras de chocolate.","Brown, sweet, dusty, musty, often bitter aromatic associated with cocoa beans, cocoa powder and chocolate bars.",#6b4226,#6b4226,"[""aromatics""]"
80,79,1,Cocoa,Cocoa,"Aromático marrón, dulce, polvoriento, mohoso, a menudo amargo, asociado al grano de cacao, cacao en polvo y barras de chocolate.","Brown, sweet, dusty, musty, often bitter aromatic associated with cocoa beans, cocoa powder and chocolate bars.",#6b4226,#7d5940,"[""aromatics""]"
81,80,2,Chocolate,Chocolate,"Mezcla de cacao, incluyendo manteca de cacao y aromáticos de tueste oscuro en intensidades variables.","Blend of cocoa, including cocoa butter and dark-roast aromatics at varying intensities.",#6b4226,#8f6f5a,"[""aromatics""]"
82,80,2,Dark Chocolate,Chocolate negro,"Mezcla de alta intensidad de cacao y manteca de cacao que puede incluir notas a tueste oscuro, especiadas, quemadas y mohosas, con mayor astringencia y amargor.","High-intensity blend of cocoa and cocoa butter that may include dark-roast, spicy, burnt and musty notes, with greater astringency and bitterness.",#6b4226,#8f6f5a,"[""aromatics""]"
83,,0,Sweet,Dulces,Ver Sabores Básicos.,See Basic Tastes.,#c99a4b,#c99a4b,"[""main_tastes"",""aromatics""]"
84,83,1,Sweet,Dulce,Ver Sabores Básicos.,See Basic Tastes.,#c99a4b,#cfa661,"[""aromatics""]"
85,84,2,Molasses,Melaza,"Notas oscuras, caramelizadas, que pueden incluir notas ligeramente agudas, acres y sulfurosas, características de la melaza.","Dark, caramelized notes that may include slightly sharp, acrid and sulfurous notes, characteristic of molasses.",#c99a4b,#d6b276,"[""aromatics""]"
86,84,2,Maple Syrup,Miel de maple,"Aromático amaderado, dulce, caramelizado, marrón, ligeramente verde, asociado al jarabe de arce.","Woody, sweet, caramelized, brown, slightly green aromatic associated with maple syrup.",#c99a4b,#d6b276,"[""aromatics""]"
87,84,2,Brown Sugar,Azúcar morena,"Impresión aromática rica, plena, redonda, dulce, caracterizada por cierto grado de oscuridad.","Rich, full, round, sweet aromatic impression characterized by some degree of darkness.",#c99a4b,#d6b276,"[""aromatics""]"
88,84,2,Caramelized,Caramelo,"Aromático redondo, con cuerpo, marrón medio, dulce, asociado a azúcares cocidos y otros carbohidratos. No incluye notas quemadas ni chamuscadas.","Round, full-bodied, medium brown, sweet aromatic associated with cooked sugars and other carbohydrates. Does not include burnt or scorched notes.",#c99a4b,#d6b276,"[""aromatics""]"
89,84,2,Honey,Miel,"Aromático dulce, marrón claro, ligeramente especiado, asociado a la miel.","Sweet, light brown, slightly spicy aromatic associated with honey.",#c99a4b,#d6b276,"[""aromatics""]"
90,83,1,Vanilla,Vainilla,"Aromático amaderado, ligeramente químico, asociado a la vaina de vainilla, que puede incluir notas marrones, a legumbre, florales y especiadas.","Woody, slightly chemical aromatic associated with vanilla bean, which may include brown, legume-like, floral and spicy notes.",#c99a4b,#cfa661,"[""aromatics""]"
91,90,2,Vanillin,Vainillina,"Aromático extremadamente dulce, no natural, asociado a la vainilla, algodón de azúcar y malvaviscos.","Extremely sweet, unnatural aromatic associated with vanilla, cotton candy and marshmallows.",#c99a4b,#d6b276,"[""aromatics""]"
92,83,1,Sweet Aromatics,Aromáticos Dulces,Aromático asociado a la impresión de una sustancia dulce.,Aromatic associated with the impression of a sweet substance.,#c99a4b,#cfa661,"[""aromatics""]"
93,92,2,Overall Sweet,Generalmente dulce,Percepción de una combinación de gusto dulce y aromáticos.,Perception of a combination of sweet taste and aromatics.,#c99a4b,#d6b276,"[""aromatics""]"
94,,0,Floral,Florales,"Aromático dulce, ligero, ligeramente fragante, asociado a flores frescas.","Sweet, light, slightly fragrant aromatic associated with fresh flowers.",#c489a0,#c489a0,"[""aromatics""]"
95,94,1,Floral,Flores,"Aromático dulce, ligero, ligeramente fragante, asociado a flores frescas.","Sweet, light, slightly fragrant aromatic associated with fresh flowers.",#c489a0,#cb97ab,"[""aromatics""]"
96,95,2,Rose,Rosas,"Fragancia floral dulce, suave, ligeramente mohosa/polvorienta, asociada a rosas frescas o secas.","Sweet, soft, slightly musty/dusty floral fragrance associated with fresh or dried roses.",#c489a0,#d2a5b7,"[""aromatics""]"
97,95,2,Jasmine,Jazmín,"Aromático intenso, ligeramente punzante, dulce, floral, con notas verdes, mohosas/polvorientas subyacentes.","Intense, slightly pungent, sweet, floral aromatic with underlying green, musty/dusty notes.",#c489a0,#d2a5b7,"[""aromatics""]"
98,95,2,Chamomile,Manzanilla,"Verde dulce, ligeramente floral/frutal, algo amaderado, asociado a la manzanilla.","Sweet green, slightly floral/fruity, somewhat woody aromatic associated with chamomile.",#c489a0,#d2a5b7,"[""aromatics""]"
99,95,2,Black Tea,Té Negro,"Aromático algo marrón, mohoso, a planta seca y corteza seca, asociado a la oxidación de las hojas de té.","Somewhat brown, musty, dried-plant and dried-bark aromatic associated with the oxidation of tea leaves.",#c489a0,#d2a5b7,"[""aromatics""]"
100,,0,Stale/Papery,Rancios/Papel,,,#8a8577,#8a8577,"[""aromatics"",""defects""]"
101,100,1,Stale,Rancio,Aromático caracterizado por la falta de frescura.,Aromatic characterized by a lack of freshness.,#8a8577,#989487,"[""defects""]"
102,101,2,Papery,Papel,Aromático asociado a vasos de papel blanco.,Aromatic associated with white paper cups.,#8a8577,#a6a298,"[""defects""]"
103,101,2,Cardboard,Cartulina,Aromático asociado al cartón o embalaje de papel.,Aromatic associated with cardboard or paper packaging.,#8a8577,#a6a298,"[""defects""]"
104,,0,Chemical,Químicos,,,#5c7080,#5c7080,"[""defects""]"
105,104,1,Medicinal,Medicina,"Aromático limpio, estéril, característico de productos antisépticos como tiritas, alcohol y yodo.","Clean, sterile aromatic characteristic of antiseptic products such as band-aids, alcohol and iodine.",#5c7080,#70818f,"[""defects""]"
106,104,1,Rubber,Caucho,"Aromático oscuro, pesado, ligeramente agudo y punzante, asociado al caucho.","Dark, heavy, slightly sharp and pungent aromatic associated with rubber.",#5c7080,#83929e,"[""defects""]"
107,104,1,Petroleum,Petróleo,"Aromático químico específico asociado al crudo y sus refinados, con características de aceite pesado.","Specific chemical aromatic associated with crude oil and its refined products, with heavy-oil characteristics.",#5c7080,#83929e,"[""defects""]"
108,104,1,Skunky,Mofeta,Combinación de aromáticos asociados a las mofetas.,Combination of aromatics associated with skunks.,#5c7080,#83929e,"[""defects""]"
109,,0,Bitter,Amargo,Ver Sabores Básicos.,See Basic Tastes.,#6e7a3c,#7e8a4c,"[""main_tastes"",""defects""]"
110,,0,Salty,Salado,Ver Sabores Básicos.,See Basic Tastes.,#8fa3a8,#a1b2b6,"[""main_tastes""]"
111,,0,Cereal,Cereales,,,#b8a06a,#b8a06a,"[""aromatics""]"
112,111,1,Grain,Granos,"Aromático marrón claro, polvoriento, mohoso, dulce, asociado a los granos.","Light brown, dusty, musty, sweet aromatic associated with grains.",#b8a06a,#c1ab7c,"[""aromatics""]"
113,112,2,Malt,Malta,"Aromático marrón claro, polvoriento, mohoso, dulce, ácido y/o ligeramente fermentado, asociado a los granos.","Light brown, dusty, musty, sweet, sour and/or slightly fermented aromatic associated with grains.",#b8a06a,#c9b78e,"[""aromatics""]"
114,,0,Umami,Umami,"Gusto básico sabroso y carnoso, asociado al glutamato; sensación de caldo, salsa de soja o tomate maduro que aporta cuerpo y persistencia.","Savory, brothy basic taste associated with glutamate; reminiscent of broth, soy sauce or ripe tomato, adding body and lingering depth.",#9e6b58,#ae7d6b,"[""main_tastes""]"
115,,0,Mouthfeel,Sensación en boca,Categoría raíz para los descriptores táctiles de sensación en boca.,Root category for tactile mouthfeel descriptors.,#6b6f76,#6b6f76,"[""mouthfeel""]"
116,115,1,Rough,Rugoso,"Sensación áspera o abrasiva en boca, con textura seca o granulosa.","Coarse or abrasive tactile sensation in the mouth, with a dry or gritty texture.",#6b6f76,#7d818a,"[""mouthfeel""]"
117,115,1,Oily,Aceitoso,"Sensación grasa, untuosa y persistente que recubre el paladar.","Fatty, unctuous, lingering sensation that coats the palate.",#6b6f76,#7d818a,"[""mouthfeel""]"
118,115,1,Smooth,Sedoso,"Sensación suave, redonda y aterciopelada, sin aristas ni aspereza.","Soft, round, velvety sensation, free of edges or roughness.",#6b6f76,#7d818a,"[""mouthfeel""]"
119,115,1,Mouth-drying,Astringente,"Sensación de sequedad y contracción en boca, típica de la astringencia.","Drying, puckering sensation in the mouth, characteristic of astringency.",#6b6f76,#7d818a,"[""mouthfeel""]"
120,115,1,Metallic,Metálico,"Sensación metálica, a veces con impresión de sabor a hierro o cobre.","Metallic sensation, sometimes with an iron- or copper-like taste impression.",#6b6f76,#7d818a,"[""mouthfeel""]"
